month,position,artist,song,score,us,uk,de,fr,ca,au
"Oct 2016","35","X Ambassadors","Unsteady","637.798","26","-","-","-","-","-"
"Oct 2016","36","Daya","Sit Still, Look Pretty","607.985","29","-","-","-","-","-"
"Oct 2016","37","DJ Khaled & Drake","For Free","604.032","27","-","-","-","-","-"
"Oct 2016","38","Pink","Just Like Fire","579.681","36","-","-","157","40","-"
"Oct 2016","39","Kenny Chesney & Pink","Setting The World On Fire","577.552","34","-","-","-","48","-"
"Oct 2016","40","Niall Horan","This Town","573.310","25","9","-","34","29","5"
"Oct 2016","41","Desiigner","Tiimmy Turner","570.071","34","-","-","-","50","-"
"Oct 2016","42","Usher & Young Thug","No Limit","568.744","32","-","-","-","-","-"
"Oct 2016","43","Fifth Harmony & Fetty Wap","All In My Head","566.456","52","41","-","-","26","-"
"Oct 2016","44","Mike Posner","I Took A Pill In Ibiza","550.272","43","57","-","75","20","45"
"Oct 2016","45","Alessia Cara","Scars To Your Beautiful","542.423","42","93","-","-","23","-"
"Oct 2016","46","Young M.A","Ooouuu","532.604","28","-","-","-","-","-"
"Oct 2016","47","Rob $tone, J. Davi$ & Spooks","Chill Bill","524.403","40","-","-","-","-","-"
"Oct 2016","48","Young Thug, Travi$ Scott & Quavo","Pick Up The Phone","522.357","47","-","-","137","-","-"
"Oct 2016","49","Rag'n'Bone Man","Human","516.053","-","-","1","7","-","-"
"Oct 2016","50","Billy Currington","It Don't Hurt Like It Used To","482.629","44","-","-","-","-","-"
"Nov 2016","1","The Chainsmokers & Halsey","Closer","2280.149","1","3","6","31","1","3"
"Nov 2016","2","The Weeknd & Daft Punk","Starboy","2219.024","2","4","4","6","2","2"
"Nov 2016","3","DJ Snake & Justin Bieber","Let Me Love You","1783.316","4","12","8","11","4","10"
"Nov 2016","4","Twenty One Pilots","Heathens","1630.063","3","21","10","4","3","15"
"Nov 2016","5","Bruno Mars","24K Magic","1606.309","5","5","-","1","6","7"
"Nov 2016","6","Sia & Kendrick Lamar","The Greatest","1515.174","19","8","3","5","7","7"
"Nov 2016","7","Ariana Grande & Nicki Minaj","Side To Side","1339.671","6","9","-","89","7","6"
"Nov 2016","8","Major Lazer, Justin Bieber & MO","Cold Water","1329.091","7","13","-","76","3","12"
"Nov 2016","9","Calvin Harris","My Way","1304.953","30","10","5","9","14","11"
"Nov 2016","10","Maroon 5 & Kendrick Lamar","I Don't Wanna Know","1288.973","9","5","-","36","8","6"
"Nov 2016","11","Shawn Mendes","Treat You Better","1223.330","8","16","-","39","7","24"
"Nov 2016","12","Sia","Cheap Thrills","1155.104","9","36","-","24","8","49"
"Nov 2016","13","Rae Sremmurd & Gucci Mane","Black Beatles","1154.483","1","2","-","2","3","6"
"Nov 2016","14","DRAM & Lil Yachty","Broccoli","1115.216","5","97","-","200","25","-"
"Nov 2016","15","Zay Hilfiger & Zayion McCall","Juju On Dat Beat (TZ Anthem)","1108.598","8","37","-","134","16","27"
"Nov 2016","16","Hailee Steinfeld & Grey","Starving","1108.130","14","5","-","-","13","5"
"Nov 2016","17","Justin Timberlake","Can't Stop The Feeling","1076.800","16","29","-","14","22","27"
"Nov 2016","18","The Chainsmokers & Daya","Don't Let Me Down","1066.821","13","23","-","95","14","32"
"Nov 2016","19","Gnash & Olivia O'Brien","I Hate U I Love U","989.299","10","49","-","-","22","-"
"Nov 2016","20","Rihanna & Calvin Harris","This Is What You Came For","982.891","14","34","-","53","11","36"
"Nov 2016","21","James Arthur","Say You Won't Let Go","959.063","80","2","6","48","32","1"
"Nov 2016","22","Drake, WizKid & Kyla","One Dance","955.803","17","22","-","61","17","29"
"Nov 2016","23","Martin Garrix & Bebe Rexha","In The Name Of Love","925.189","31","18","-","32","20","22"
"Nov 2016","24","Charlie Puth & Selena Gomez","We Don't Talk Anymore","896.379","26","44","-","12","12","38"
"Nov 2016","25","Twenty One Pilots","Ride","876.161","16","81","-","14","29","50"
"Nov 2016","26","Lil' Wayne, Wiz Khalifa & Imagine Dragons","Sucker For Pain","858.420","23","26","-","94","28","19"
"Nov 2016","27","Kiiara","Gold","791.881","14","-","-","-","21","-"
"Nov 2016","28","Drake","Fake Love","791.070","10","10","-","83","10","18"
"Nov 2016","29","Rihanna & Drake","Too Good","776.430","24","32","-","-","21","35"
"Nov 2016","30","Tory Lanez","LUV","765.634","20","47","-","-","30","-"
"Nov 2016","31","Alessia Cara","Scars To Your Beautiful","760.695","22","66","-","-","15","33"
"Nov 2016","32","Adele","Send My Love (To Your New Lover)","728.111","19","-","-","79","26","37"
"Nov 2016","33","Young M.A","Ooouuu","706.714","19","-","-","-","50","-"
"Nov 2016","34","The Chainsmokers & Phoebe Ryan","All We Know","705.155","38","38","-","-","16","8"
"Nov 2016","35","Rihanna","Needed Me","682.259","18","78","-","-","42","-"
"Nov 2016","36","Coldplay","Hymn For The Weekend","673.248","27","60","-","49","-","-"
"Nov 2016","37","Amine","Caroline","666.840","18","-","-","-","42","-"
"Nov 2016","38","Niall Horan","This Town","665.252","54","20","-","-","41","14"
"Nov 2016","39","Shawn Mendes","Mercy","662.829","58","15","-","-","37","13"
"Nov 2016","40","Desiigner","Panda","652.213","32","80","-","122","36","-"
"Nov 2016","41","Clean Bandit, Sean Paul & Anne-Marie","Rockabye","643.070","-","1","2","49","79","14"
"Nov 2016","42","Rag'n'Bone Man","Human","630.260","-","77","1","5","-","46"
"Nov 2016","43","Zara Larsson","Ain't My Fault","628.875","83","14","-","119","46","17"
"Nov 2016","44","X Ambassadors","Unsteady","621.564","25","-","-","-","-","-"
"Nov 2016","45","Little Mix","Shout Out To My Ex","613.174","69","1","-","106","37","4"
"Nov 2016","46","Keith Urban","Blue Ain't Your Color","591.586","25","-","-","-","40","-"
"Nov 2016","47","Desiigner","Tiimmy Turner","576.455","34","-","-","-","38","-"
"Nov 2016","48","Daya","Sit Still, Look Pretty","574.734","31","-","-","-","64","-"
"Nov 2016","49","Kenny Chesney & Pink","Setting The World On Fire","567.893","29","-","-","-","52","-"
"Nov 2016","50","Rob $tone, J. Davi$ & Spooks","Chill Bill","566.769","29","-","-","-","53","-"
"Dec 2016","1","The Weeknd & Daft Punk","Starboy","2284.870","2","3","3","4","1","2"
"Dec 2016","2","Rae Sremmurd & Gucci Mane","Black Beatles","2280.607","1","2","8","2","3","3"
"Dec 2016","3","The Chainsmokers & Halsey","Closer","1792.312","2","9","10","56","1","5"
"Dec 2016","4","Bruno Mars","24K Magic","1704.894","4","6","-","1","3","4"
"Dec 2016","5","Maroon 5 & Kendrick Lamar","I Don't Wanna Know","1473.658","7","5","-","20","6","8"
"Dec 2016","6","DJ Snake & Justin Bieber","Let Me Love You","1458.780","5","15","-","22","5","19"
"Dec 2016","7","Ariana Grande & Nicki Minaj","Side To Side","1430.639","4","13","-","97","5","15"
"Dec 2016","8","Twenty One Pilots","Heathens","1376.692","4","39","-","4","4","34"
"Dec 2016","9","Sia & Kendrick Lamar","The Greatest","1229.233","18","12","8","12","8","14"
"Dec 2016","10","Zay Hilfiger & Zayion McCall","Juju On Dat Beat (TZ Anthem)","1207.646","5","40","-","120","13","26"
"Dec 2016","11","Clean Bandit, Sean Paul & Anne-Marie","Rockabye","1205.211","90","1","1","8","28","1"
"Dec 2016","12","James Arthur","Say You Won't Let Go","1192.634","60","4","6","31","16","1"
"Dec 2016","13","Drake","Fake Love","1170.251","11","11","-","178","12","16"
"Dec 2016","14","Hailee Steinfeld & Grey","Starving","1139.122","12","10","-","-","12","13"
"Dec 2016","15","Major Lazer, Justin Bieber & MO","Cold Water","1107.065","12","22","-","114","7","21"
"Dec 2016","16","Justin Timberlake","Can't Stop The Feeling","1023.937","16","38","-","27","22","13"
"Dec 2016","17","Sia","Cheap Thrills","1012.844","15","43","-","31","13","-"
"Dec 2016","18","Shawn Mendes","Treat You Better","1006.860","13","24","-","106","11","37"
"Dec 2016","19","Martin Garrix & Bebe Rexha","In The Name Of Love","976.031","24","29","-","58","19","32"
"Dec 2016","20","Rag'n'Bone Man","Human","964.570","-","2","1","2","-","38"
"Dec 2016","21","DRAM & Lil Yachty","Broccoli","946.283","9","-","-","200","23","-"
"Dec 2016","22","The Weeknd & Daft Punk","I Feel It Coming","922.501","22","9","-","2","12","11"
"Dec 2016","23","Alessia Cara","Scars To Your Beautiful","914.363","13","91","-","-","14","8"
"Dec 2016","24","The Chainsmokers & Daya","Don't Let Me Down","886.596","23","35","-","109","21","48"
"Dec 2016","25","Gnash & Olivia O'Brien","I Hate U I Love U","871.144","11","82","-","-","28","-"
"Dec 2016","26","Amine","Caroline","858.313","12","-","-","-","33","-"
"Dec 2016","27","Mariah Carey","All I Want For Christmas Is You","846.521","17","5","5","4","11","36"
"Dec 2016","28","John Legend","Love Me Now","834.804","23","30","-","68","20","25"
"Dec 2016","29","Drake, WizKid & Kyla","One Dance","807.196","32","25","-","85","26","41"
"Dec 2016","30","Shawn Mendes","Mercy","805.456","35","20","-","172","30","17"
"Dec 2016","31","Rihanna & Calvin Harris","This Is What You Came For","785.987","25","52","-","52","19","50"
"Dec 2016","32","Machine Gun Kelly & Camila Cabello","Bad Things","710.200","10","-","-","-","26","-"
"Dec 2016","33","X Ambassadors","Unsteady","705.345","20","-","-","-","-","-"
"Dec 2016","34","Young M.A","Ooouuu","697.424","20","-","-","-","50","-"
"Dec 2016","35","Calvin Harris","My Way","687.997","55","16","7","9","19","22"
"Dec 2016","36","The Weeknd","Party Monster","682.797","16","17","-","88","8","33"
"Dec 2016","37","Niall Horan","This Town","673.903","29","32","-","-","32","28"
"Dec 2016","38","Keith Urban","Blue Ain't Your Color","665.750","24","-","-","-","40","-"
"Dec 2016","39","Twenty One Pilots","Ride","657.991","28","-","-","16","44","-"
"Dec 2016","40","Rihanna","Love On The Brain","645.427","20","-","-","106","35","-"
"Dec 2016","41","Rob $tone, J. Davi$ & Spooks","Chill Bill","622.526","29","-","-","-","53","-"
"Dec 2016","42","Jon Bellion","All Time Low","609.361","32","-","-","-","42","-"
"Dec 2016","43","Florida Georgia Line & Tim McGraw","May We All","598.433","30","-","-","-","46","-"
"Dec 2016","44","The Chainsmokers & Phoebe Ryan","All We Know","584.327","60","45","-","-","27","19"
"Dec 2016","45","Pentatonix","Hallelujah","577.224","45","-","4","131","40","-"
"Dec 2016","46","DJ Khaled, Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross","Do You Mind","577.170","27","-","-","-","93","-"
"Dec 2016","47","21 Savage & Metro Boomin & Future","X","571.059","36","-","-","-","66","-"
"Dec 2016","48","Future & Drake","Used To This","567.944","14","-","-","-","17","-"
"Dec 2016","49","Rihanna","Needed Me","534.704","32","-","-","-","-","-"
"Dec 2016","50","Andy Grammer","Fresh Eyes","534.607","59","58","-","-","59","16"
"Jan 2017","1","The Weeknd & Daft Punk","Starboy","2155.807","1","5","5","11","1","2"
"Jan 2017","2","Rae Sremmurd & Gucci Mane","Black Beatles","1897.531","1","13","-","12","4","8"
"Jan 2017","3","The Chainsmokers & Halsey","Closer","1704.887","3","11","-","76","2","4"
"Jan 2017","4","Bruno Mars","24K Magic","1703.066","4","7","-","4","3","3"
"Jan 2017","5","Clean Bandit, Sean Paul & Anne-Marie","Rockabye","1521.577","51","1","1","4","15","1"
"Jan 2017","6","Maroon 5 & Kendrick Lamar","I Don't Wanna Know","1465.016","7","12","-","25","6","14"
"Jan 2017","7","Zayn & Taylor Swift","I Don't Wanna Live Forever (Fifty Shades Darker)","1416.968","6","17","6","62","9","3"
"Jan 2017","8","DJ Snake & Justin Bieber","Let Me Love You","1408.661","7","30","-","30","5","20"
"Jan 2017","9","Ariana Grande & Nicki Minaj","Side To Side","1368.644","5","32","-","90","4","29"
"Jan 2017","10","Migos & Lil Uzi Vert","Bad And Boujee","1351.979","1","34","-","91","5","34"
"Jan 2017","11","Drake","Fake Love","1230.937","9","19","-","176","15","27"
"Jan 2017","12","The Weeknd & Daft Punk","I Feel It Coming","1215.943","22","12","-","1","13","7"
"Jan 2017","13","Twenty One Pilots","Heathens","1197.844","12","45","-","9","8","36"
"Jan 2017","14","Zay Hilfiger & Zayion McCall","Juju On Dat Beat (TZ Anthem)","1092.963","5","100","-","132","14","39"
"Jan 2017","15","Alessia Cara","Scars To Your Beautiful","1065.878","12","55","-","-","17","8"
"Jan 2017","16","Hailee Steinfeld & Grey","Starving","1060.229","17","18","-","-","9","27"
"Jan 2017","17","Sia & Kendrick Lamar","The Greatest","1057.063","22","34","-","22","10","26"
"Jan 2017","18","James Arthur","Say You Won't Let Go","1052.909","31","8","10","21","10","5"
"Jan 2017","19","Justin Timberlake","Can't Stop The Feeling","1026.093","20","21","-","23","20","9"
"Jan 2017","20","Machine Gun Kelly & Camila Cabello","Bad Things","996.858","9","-","-","177","19","28"
"Jan 2017","21","Shawn Mendes","Mercy","972.972","17","25","-","172","25","26"
"Jan 2017","22","Ed Sheeran","Shape Of You","931.227","1","1","1","1","1","1"
"Jan 2017","23","Sia","Cheap Thrills","928.501","26","37","-","27","16","-"
"Jan 2017","24","Martin Garrix & Bebe Rexha","In The Name Of Love","899.078","26","46","-","77","21","-"
"Jan 2017","25","Shawn Mendes","Treat You Better","884.140","23","39","-","135","14","-"
"Jan 2017","26","Amine","Caroline","880.966","11","-","-","-","33","-"
"Jan 2017","27","DRAM & Lil Yachty","Broccoli","874.689","10","-","-","-","33","-"
"Jan 2017","28","John Legend","Love Me Now","866.566","30","17","-","140","21","42"
"Jan 2017","29","Major Lazer, Justin Bieber & MO","Cold Water","837.485","34","34","-","164","13","27"
"Jan 2017","30","The Chainsmokers & Daya","Don't Let Me Down","826.299","29","43","-","135","26","44"
"Jan 2017","31","Rag'n'Bone Man","Human","821.939","-","2","2","2","96","17"
"Jan 2017","32","Rihanna","Love On The Brain","816.641","19","-","-","14","32","-"
"Jan 2017","33","Big Sean","Bounce Back","769.199","16","-","-","-","36","-"
"Jan 2017","34","Jon Bellion","All Time Low","752.919","16","-","-","-","24","-"
"Jan 2017","35","J Cole","Deja Vu","751.390","7","61","-","-","7","-"
"Jan 2017","36","Ed Sheeran","Castle On The Hill","715.364","6","2","2","3","2","2"
"Jan 2017","37","Adele","Water Under The Bridge","709.453","33","39","-","-","37","45"
"Jan 2017","38","Young M.A","Ooouuu","707.326","19","-","-","-","41","-"
"Jan 2017","39","Mariah Carey","All I Want For Christmas Is You","703.331","16","5","5","5","7","15"
"Jan 2017","40","Niall Horan","This Town","690.501","20","-","-","-","29","-"
"Jan 2017","41","Shakira & Maluma","Chantaje","659.395","51","-","-","22","50","-"
"Jan 2017","42","Gnash & Olivia O'Brien","I Hate U I Love U","658.593","25","-","-","-","38","-"
"Jan 2017","43","Keith Urban","Blue Ain't Your Color","657.294","28","-","-","-","44","-"
"Jan 2017","44","Rob $tone, J. Davi$ & Spooks","Chill Bill","610.403","29","-","-","-","59","-"
"Jan 2017","45","The Weeknd","Party Monster","598.301","47","83","-","-","30","-"
"Jan 2017","46","21 Savage & Metro Boomin & Future","X","586.740","36","-","-","-","68","-"
"Jan 2017","47","Pentatonix","Hallelujah","572.714","23","-","4","131","27","-"
"Jan 2017","48","J Cole","Neighbors","554.047","13","-","-","-","17","-"
"Jan 2017","49","Auli'i Cravalho","How Far I'll Go","547.968","41","94","-","-","58","49"
"Jan 2017","50","21 Savage & Metro Boomin","No Heart","537.427","43","-","-","-","79","-"
"Feb 2017","1","Ed Sheeran","Shape Of You","2548.651","1","1","1","1","1","1"
"Feb 2017","2","Zayn & Taylor Swift","I Don't Wanna Live Forever (Fifty Shades Darker)","1848.972","3","5","2","4","2","3"
"Feb 2017","3","Migos & Lil Uzi Vert","Bad And Boujee","1606.762","1","30","-","91","5","34"
"Feb 2017","4","The Chainsmokers","Paris","1526.128","7","5","3","61","2","4"
"Feb 2017","5","Ed Sheeran","Castle On The Hill","1425.712","6","2","2","39","2","2"
"Feb 2017","6","Clean Bandit, Sean Paul & Anne-Marie","Rockabye","1405.822","23","8","2","5","5","3"
"Feb 2017","7","The Chainsmokers & Halsey","Closer","1372.098","3","25","-","105","2","13"
"Feb 2017","8","The Weeknd & Daft Punk","Starboy","1339.307","4","15","-","11","3","8"
"Feb 2017","9","Maroon 5 & Kendrick Lamar","I Don't Wanna Know","1283.488","6","22","-","28","7","22"
"Feb 2017","10","Rae Sremmurd & Gucci Mane","Black Beatles","1212.454","3","31","-","33","12","25"
"Feb 2017","11","The Weeknd & Daft Punk","I Feel It Coming","1192.764","16","14","-","4","12","7"
"Feb 2017","12","Bruno Mars","24K Magic","1164.988","7","23","-","18","6","15"
"Feb 2017","13","Machine Gun Kelly & Camila Cabello","Bad Things","1149.443","4","-","-","103","11","22"
"Feb 2017","14","Drake","Fake Love","1086.227","8","28","-","176","16","36"
"Feb 2017","15","Ariana Grande & Nicki Minaj","Side To Side","997.821","9","37","-","117","8","39"
"Feb 2017","16","DJ Snake & Justin Bieber","Let Me Love You","995.141","14","43","-","44","9","32"
"Feb 2017","17","Alessia Cara","Scars To Your Beautiful","982.205","8","68","-","-","17","17"
"Feb 2017","18","James Arthur","Say You Won't Let Go","967.834","27","12","-","21","9","12"
"Feb 2017","19","Starley","Call On Me","954.574","72","6","7","24","40","9"
"Feb 2017","20","Justin Timberlake","Can't Stop The Feeling","908.716","22","47","-","29","26","29"
"Feb 2017","21","Rihanna","Love On The Brain","877.638","13","-","-","12","28","-"
"Feb 2017","22","Big Sean","Bounce Back","872.691","6","67","-","-","18","-"
"Feb 2017","23","Twenty One Pilots","Heathens","853.145","18","62","-","17","18","-"
"Feb 2017","24","Shawn Mendes","Mercy","828.811","19","39","-","184","22","-"
"Feb 2017","25","Hailee Steinfeld & Grey","Starving","825.896","20","33","-","-","20","37"
"Feb 2017","26","John Legend","Love Me Now","780.565","30","27","-","63","18","44"
"Feb 2017","27","Sia","Cheap Thrills","769.892","27","54","-","53","26","-"
"Feb 2017","28","Amine","Caroline","766.444","14","-","-","-","33","-"
"Feb 2017","29","Adele","Water Under The Bridge","765.826","26","46","-","-","39","35"
"Feb 2017","30","Jon Bellion","All Time Low","737.754","19","-","-","-","17","16"
"Feb 2017","31","Sia & Kendrick Lamar","The Greatest","734.994","35","45","-","37","14","41"
